"","budget","revenue","title","overview","popularity","vote_count","release_date","status"
"77",15000000,40577001,"The Dark Crystal","On another planet in the distant past, a Gelfling embarks on a quest to find the missing shard of a magical crystal and restore order to his world, before the grotesque race of Skeksis find and use the crystal for evil.",10.580265,293,"1982-12-17","Released"
"78",22000000,63647656,"Hail, Caesar!","Tells the comedic tale of Eddie Mannix, a fixer who worked for the Hollywood studios in the 1950s. The story finds him at work when a star mysteriously disappears in the middle of filming.",12.438747,1792,"2016-02-05","Released"
"79",22500000,29252978,"Nocturnal Animals","Susan Morrow receives a book manuscript from her ex-husband – a man she left 20 years earlier – asking for her opinion of his writing. As she reads, she is drawn into the fictional life of Tony Hastings, a mathematics professor whose family vacation turns violent.",12.406824,2883,"2016-11-04","Released"
"80",32500000,288383523,"Bridesmaids","Annie’s life is a mess. But when she finds out her lifetime best friend is engaged, she simply must serve as Lillian’s maid of honor. Though lovelorn and broke, Annie bluffs her way through the expensive and bizarre rituals. With one chance to get it perfect, she’ll show Lillian and her bridesmaids just how far you’ll go for someone you love.",12.401708,2122,"2011-04-28","Released"
"81",26000000,109449237,"The 40 Year Old Virgin","Andy Stitzer has a pleasant life with a nice apartment and a job stamping invoices at an electronics store. But at age 40, there's one thing Andy hasn't done, and it's really bothering his sex-obsessed male co-workers: Andy is still a virgin. Determined to help Andy get laid, the guys make it their mission to de-virginize him. But it all seems hopeless until Andy meets small business owner Trish, a single mom.",12.43741,2621,"2005-08-11","Released"
"82",5000000,55198285,"Dallas Buyers Club","Loosely based on the true-life tale of Ron Woodroof, a drug-taking, women-loving, homophobic man who in 1986 was diagnosed with HIV/AIDS and given thirty days to live.",13.370643,3798,"2013-11-17","Released"
"83",27000000,115229890,"The Blues Brothers","Jake Blues is just out of jail, and teams up with his brother, Elwood on a 'mission from God' to raise funds for the orphanage in which they grew up. The only thing they can do is do what they do best – play music – so they get their old band together and they're on their way, while getting in a bit of trouble here and there.",12.241482,1458,"1980-06-17","Released"
"84",40000000,244527583,"Back to the Future Part III","The final installment of the Back to the Future trilogy finds Marty digging the trusty DeLorean out of a mineshaft and looking for Doc in the Wild West of 1885. But when their time machine breaks down, the travelers are stranded in a land of spurs. More problems arise when Doc falls for pretty schoolteacher Clara Clayton, and Marty tangles with Buford Tannen.",12.231319,4005,"1990-05-25","Released"
"85",30000000,219076518,"Knocked Up","For fun loving party animal Ben Stone, the last thing he ever expected was for his one night stand to show up on his doorstep eight weeks later to tell him she's pregnant.",12.19555,1629,"2007-06-01","Released"
"86",11000000,48572000,"Tremors","Hick handymen Val McKee and Earl Bassett can barely eke out a living in the Nevada hamlet of Perfection, so they decide to leave town -- despite an admonition from a shapely seismology coed who's picking up odd readings on her equipment. Before long, Val and Earl discover what's responsible for those readings: 30-foot-long carnivorous worms with a proclivity for sucking their prey underground.",12.609294,1218,"1990-01-19","Released"
"87",15000000,19629760,"The Thing","Scientists in the Antarctic are confronted by a shape-shifting alien that assumes the appearance of the people it kills.",13.444661,2201,"1982-06-25","Released"
"88",15000000,50000000,"The Deer Hunter","A group of working-class friends decides to enlist in the Army during the Vietnam War and finds it to be hellish chaos -- not the noble venture they imagined. Before they left, Steven married his pregnant girlfriend -- and Michael and Nick were in love with the same woman. But all three are different men upon their return.",12.101754,1274,"1978-12-08","Released"
"89",20000000,79114085,"Conan the Barbarian","A film adaptation of the classic sword and sorcery hero, Conan the Barbarian. A horde of rampaging warriors massacre the parents of young Conan and enslave the young child for years on The Wheel of Pain. As the sole survivor of the childhood massacre, Conan is released from slavery and taught the ancient arts of fighting. Transforming himself into a killing machine, Conan travels into the wilderness to seek vengeance on Thulsa Doom, the man responsible for killing his family. In the wilderness, Conan takes up with the thieves Valeria and Subotai. The group comes upon King Osric, who wants the trio of warriors to help rescue his daughter who has joined Doom in the hills.",11.409934,862,"1982-04-02","Released"
"90",11000000,0,"Army of Darkness","A man is accidentally transported to 1300 A.D., where he must battle an army of the dead and retrieve the Necronomicon so he can return home.",11.17758,1111,"1992-10-09","Released"
"91",61000000,131940411,"2 Guns","A DEA agent and an undercover Naval Intelligence officer who have been tasked with investigating one another find they have been set up by the mob -- the very organization the two men believe they have been stealing money from.",10.16471,1921,"2013-08-02","Released"
"92",163000000,174822325,"Cowboys & Aliens","A stranger stumbles into the desert town of Absolution with no memory of his past and a futuristic shackle around his wrist. With the help of mysterious beauty Ella and the iron-fisted Colonel Dolarhyde, he finds himself leading an unlikely posse of cowboys, outlaws, and Apache warriors against a common enemy from beyond this world in an epic showdown for survival.",12.034587,2525,"2011-07-29","Released"
"93",30000000,129266061,"Atonement","As a 13-year-old, fledgling writer Briony Tallis irrevocably changes the course of several lives when she accuses her older sister's lover of a crime he did not commit.",10.978922,1479,"2007-08-29","Released"
