"","budget","revenue","title","overview","popularity","vote_count","release_date","status"
"70",0,0,"In the Beginning was Water and Sky","A haunting and visually stunning fairytale that blends the horrors of fantasy and the real life historical events of colonization and Indian Boarding Schools in the United States. A Native American girl in the 1700s and a Native American boy in the 1960s struggle to find their way back to a home that may be lost forever.",1.850056,0,"2017-03-16","Released"
"71",10000000,29820616,"The Disaster Artist","An aspiring actor in Hollywood meets an enigmatic stranger by the name of Tommy Wiseau, the meeting leads the actor down a path nobody could have predicted; creating the worst movie ever made.",15.669578,986,"2017-03-12","Released"
"72",0,0,"Mad to Be Normal","The story of Scottish psychiatrist RD Laing and his unique community at Kingsley Hall, East London in the 1960s.",1.225875,5,"2017-04-06","Released"
"73",0,0,"<U+0421><U+043B><U+0435><U+0434><U+044B> <U+043D><U+0430> <U+0432><U+043E><U+0434><U+0435>","",0.050448,0,"2017-02-23","Released"
"74",24000000,0,"First They Killed My Father","A 5-year-old girl embarks on a harrowing quest for survival amid the sudden rise and terrifying reign of the Khmer Rouge in Cambodia.",11.00484,137,"2017-02-18","Released"
"75",0,0,"Emilija Iš Laisves Alejos","Soviet Lithuania in 1972. A young theatre actress is trying to make a difference and tell the forbidden story of repression in a play.",0.299195,4,"2017-02-24","Released"
"76",0,0,"The Manhattan Front","In 1915, a German saboteur comes to Manhattan. Co-opting progressive labor politics, he provokes a neutral America into World War I.",1.257484,0,"2017-02-13","Post Production"
"77",0,0,"The Young Karl Marx","26 year-old Karl Marx embarks with his wife, Jenny, on the road to exile. In 1844 in Paris, he meets Friedrich Engels, an industrialist’s son, who has been investigating the sordid birth of the British working class. Engels, the dandy, provides the last piece of the puzzle to the young Karl Marx’s new vision of the world. Together, between censorship and the police’s repression, riots and political upheavals, they will lead the labor movement during its development into a modern era.",7.417663,67,"2017-03-02","Released"
"78",0,7823256,"Viceroy's House","In 1947, Lord Mountbatten assumes the post of last Viceroy, charged with handing India back to its people, living upstairs at the house which was the home of British rulers, whilst 500 Hindu, Muslim and Sikh servants lived downstairs.",10.188742,105,"2017-03-03","Released"
"79",300000,0,"Bones of Contention","",0.274479,0,"2018-03-02","Released"
"80",0,1113254,"Final Portrait","The story of Swiss painter and sculptor Alberto Giacometti.",5.627618,38,"2017-08-03","Released"
"81",0,11722,"Django","The story of Django Reinhardt, famous guitarist and composer, and his flight from German-occupied Paris in 1943.",4.423795,51,"2017-04-26","Released"
"82",0,0,"Ghostbrothers","How do you know that someone is a ghost? You can't see his legs.",0.042353,0,"2017-01-31","Released"
"83",0,0,"Projektor","An old 35mm film projector was entirely disassembled, a mould was made of every part, a bronze copy was then created and the bronze parts were subsequently assembled. The whole process was filmed, to then be projected by the new, bronze projector. The observation that a projector projects the process of its own creation goes beyond a purely conceptual statement. This project is simultaneously an ode to craftsmanship and to how that changed radically over the course of the 20th century. The precise type of projector, the Iskra NP-21, also calls a complete history to mind, as Iskra was as omnipresent in Tito’s post-war Yugoslavia as Bosch and Miele in the West. In this manner, what is perhaps the very last, ultimate 35mm projector simultaneously becomes the first fully-fledged monument to a culturally supremely important device.",0.039717,0,"2017-01-01","Released"
"84",0,0,"Masaryk","It is 1939. Flamboyant Czech diplomat Jan Masaryk has fled to America to escape his recent past. Germany has invaded Czechoslovakia and Masaryk is now a man with no nation. In America he tries to forget the personal and political betrayal he and his country have suffered but these events shadow his every step. As the Czechoslovak ambassador in London, Masaryk failed to win the support of the British and could not avert the ruination of his country. With the help of Dr. Stein, an emigre German psychiatrist, and the beautiful writer Marcia Davenport, Masaryk tries to overcome his demons and re-live the dramatic events leading to the outbreak of the second world war.",0.199894,3,"2017-03-09","Released"
"85",0,0,"Viking","The early Middle Ages. A time of heavy swords and dark blood law. The ruling clan is in discord. The guilt for the accidental death of the brother has fallen on the Grand Duke. According to the law, revenge must be taken by the younger brother, a bastard. For the refusal to kill, he has to pay with eve- rything he had, because “for peace you need more swords than for a war”...",4.206519,51,"2016-12-29","Released"
"86",2000,0,"To Have and To Hold","A noble socialite and her butler must concoct a plan to stop her husband's affair with a younger woman.",0.038824,0,"2016-12-21","Released"
"87",25000000,230698791,"Hidden Figures","The untold story of Katherine G. Johnson, Dorothy Vaughan and Mary Jackson – brilliant African-American women working at NASA and serving as the brains behind one of the greatest operations in history – the launch of astronaut John Glenn into orbit. The visionary trio crossed all gender and race lines to inspire generations to dream big.",20.480474,3274,"2016-12-10","Released"
"88",0,0,"La papesse Jeanne","The journey of young Jeanne through mountains and faith, from the lonely forests to the plains of Rome.",0.075001,0,"2017-04-26","Released"
"89",0,0,"The Legend of Ben Hall","Ben Hall is drawn back into bushranging by the reappearance of his old friend John Gilbert. Reforming the gang, they soon become the most wanted men in Australian history.",1.747257,16,"2016-12-01","Released"
"90",0,0,"Nana","Maryla Michalowski-Dyamant, born in Poland, survived Ravensbruck, Malchow, and Auschwitz, where she was the forced translator of the “Angel of Death”, Dr. Mengele. She dedicated her post-war life to publicly speaking of her survival to the young generations, so that it would never be forgotten or repeated. Alice and Serena, her daughter and granddaughter, explore how Maryla’s fight against intolerance can continue today, in a world where survivors are disappearing, and intolerance, racism and antisemitism are on the rise.",1.0424,0,"2018-04-13","Released"
"91",0,0,"Nessuno ci può giudicare","",0.35799,0,"2017-06-05","Released"
"92",0,0,"Mocha Dick: The Mapuche Whale","The sea chronicles speak of Mocha Dick, the Mapuche whale that lived on the coasts of southern Chile and that would have served as a source of inspiration for Herman Melville to write ""Moby Dick"", the character of his most famous novel",0.034119,0,"2016-10-20","Released"
"93",30000000,8574339,"The Lost City of Z","At the dawn of the 20th century, British explorer Percy Fawcett journeys into the Amazon, where he discovers evidence of a previously unknown, advanced civilization that may have once inhabited the region. Despite being ridiculed by the scientific establishment, which views indigenous populations as savages, the determined Fawcett, supported by his devoted wife, son, and aide-de-camp, returns to his beloved jungle in an attempt to prove his case.",11.804933,981,"2017-03-15","Released"
"94",0,0,"Bender","The unsettling true story of America's first serial killing family. A troubled doctor searches for patients swallowed by the prairie and encounters the Benders, homesteaders trapped by a life of unspeakable sin",0.103243,0,"2016-10-14","Released"
"95",0,0,"Underfire: The Untold Story of Pfc. Tony Vaccaro","The remarkable story of WWII infantryman and photographer Tony Vaccaro, who created one of the most comprehensive, haunting and intimate photographic records of the war using a smuggled $47 camera while developing the negatives in his helmet at night.",0.1423,1,"2016-10-06","Released"
"96",0,0,"Kyanq u Kriv","",0.095662,1,"2016-09-20","Released"
"97",5000000,2387127,"Smoke & Mirrors","A tale of cheats and impostors, taking its inspiration from true facts and from one of the most intriguing characters of recent decades: the spy Francisco Paesa.",6.984916,77,"2016-09-23","Released"
"98",25000000,23964782,"The Founder","The true story of how Ray Kroc, a salesman from Illinois, met Mac and Dick McDonald, who were running a burger operation in 1950s Southern California. Kroc was impressed by the brothers’ speedy system of making the food and saw franchise potential. He maneuvered himself into a position to be able to pull the company from the brothers and create a billion-dollar empire.",13.002792,1432,"2016-09-13","Released"
